Date,Ticker,Open,High,Low,Close,Volume
,,ADRO.JK,ADRO.JK,ADRO.JK,ADRO.JK,ADRO.JK
2015-08-13,ADRO,123.68387542479489,127.2105032373145,123.1800714515778,125.44718933105469,50000000
2015-08-14,ADRO,127.21049095153809,127.21049095153809,123.43196151733399,125.95098114013672,18192900
2015-08-18,ADRO,123.93575636219441,125.95097191279919,121.92054081158962,122.6762466430664,39256100
2015-08-19,ADRO,125.19527615833675,125.95098205064059,121.9205506250201,122.42435455322266,25187000
2015-08-20,ADRO,123.68384570917807,123.68384570917807,120.91292452221074,121.9205322265625,21489600
2015-08-21,ADRO,121.92054929149394,124.69147086630062,118.8977257553412,123.43196105957031,41183000
2015-08-24,ADRO,120.91293914408624,120.91293914408624,117.6382137089339,119.40152740478516,27343100
2015-08-25,ADRO,117.89011028884748,147.36263786105937,117.89011028884748,137.28656005859375,104636200
2015-08-26,ADRO,136.027099609375,146.1031810619213,130.98905888310188,136.027099609375,79913600
2015-08-27,ADRO,139.8055785874189,148.6221466064453,137.28655915341136,148.6221466064453,133914400
2015-08-28,ADRO,152.40068509501796,163.73627324258126,151.14117530084425,156.17921447753906,113459700
2015-08-31,ADRO,157.43871095801603,159.95773033334427,148.62214314436713,149.88165283203125,83799700
2015-09-01,ADRO,149.88166716202446,156.17921620244564,144.8436279296875,144.8436279296875,48381200
2015-09-02,ADRO,142.32458508600953,154.91968111132013,139.80556588094743,153.66017150878906,54742600
2015-09-03,ADRO,156.17921447753906,158.69823406588648,153.66019488919167,156.17921447753906,29831600
2015-09-04,ADRO,156.1792123728785,156.1792123728785,143.58411460087217,146.10313415527344,26990500
2015-09-07,ADRO,146.10315271326016,149.88168252480997,139.80560302734375,139.80560302734375,13476500
2015-09-08,ADRO,139.8055773283306,147.36263556229443,139.8055773283306,143.5841064453125,18473500
2015-09-09,ADRO,146.10313415527344,149.88166348687534,144.8436243780728,146.10313415527344,55359600
2015-09-10,ADRO,143.58416069878473,143.58416069878473,136.027099609375,136.027099609375,70379600
2015-09-11,ADRO,138.54608586404174,142.32461547851562,137.28657599255047,142.32461547851562,39508500
2015-09-14,ADRO,144.84361615097316,147.36263556229443,142.32459673965187,143.5841064453125,32968200
2015-09-15,ADRO,144.8436243780728,146.10313415527344,141.0650950464709,146.10313415527344,20795300
2015-09-16,ADRO,148.62214526795506,148.62214526795506,142.32459673965187,143.5841064453125,21934600
2015-09-17,ADRO,147.36265563964844,148.6221655169104,144.84363588512454,147.36265563964844,28647000
2015-09-18,ADRO,147.3626449584961,153.66019388834636,146.10313517252604,151.14117431640625,52793000
2015-09-21,ADRO,148.62215474446614,153.66019388834636,147.3626449584961,151.14117431640625,18031000
2015-09-22,ADRO,152.40067220735952,154.91969158268776,148.62214314436713,149.88165283203125,31076200
2015-09-23,ADRO,148.6221537096747,149.88166348687534,143.58411460087217,146.10313415527344,35778500
2015-09-25,ADRO,146.1031457623865,147.36265563964844,142.32461613060065,147.36265563964844,20845800
2015-09-28,ADRO,147.3626665982333,148.62217656915837,138.5460968017578,138.5460968017578,25683000
2015-09-29,ADRO,132.24852802597474,136.02705739814544,128.46999865380403,134.76754760742188,43829100
2015-09-30,ADRO,130.98901823525117,136.02705739814544,129.7295084445276,134.76754760742188,50832400
2015-10-01,ADRO,129.7295119087651,137.28657085490676,129.7295119087651,133.50804138183594,41875400
2015-10-02,ADRO,132.24853882422815,133.5080487177922,129.72951903709998,130.98902893066406,37995400
2015-10-05,ADRO,132.24852802597474,136.02705739814544,132.24852802597474,134.76754760742188,71060000
2015-10-06,ADRO,137.28659439086914,143.58414459228516,136.02708435058594,141.06512451171875,105348100
2015-10-07,ADRO,143.58413398556593,158.69825335246762,143.58413398556593,154.9197235107422,113588900
2015-10-08,ADRO,156.17921447753906,157.43872427171277,148.62215571249686,156.17921447753906,54064100
2015-10-09,ADRO,159.95774661793428,178.85039385627297,159.95774661793428,171.2933349609375,139746400
2015-10-12,ADRO,172.5528456551688,177.5908849443708,171.2933358328683,176.3313751220703,69745500
2015-10-13,ADRO,175.07189977450633,175.07189977450633,159.95777893066406,159.95777893066406,64542200
2015-10-15,ADRO,159.95774483680725,167.51480364799497,156.17921543121338,161.21725463867188,50511700
2015-10-16,ADRO,163.7362742424011,170.03382325172421,156.17921543121338,161.21725463867188,83794500
2015-10-19,ADRO,163.73627063839933,166.2552901866824,159.95774131597474,162.4767608642578,41242600
2015-10-20,ADRO,161.21724871735074,175.0718560289981,161.21724871735074,168.77430725097656,65585400
2015-10-21,ADRO,172.55286747859074,175.07188744178185,162.47678762582632,163.73629760742188,40118100
2015-10-22,ADRO,163.73630914162464,164.99581921194482,158.69826886034386,159.95777893066406,20833800
2015-10-23,ADRO,163.73626822855937,170.03381700658088,162.47675847295505,168.77430725097656,41685800
2015-10-26,ADRO,170.03382514504824,171.29333496093747,166.2552956973805,171.2933349609375,29360000
2015-10-27,ADRO,170.03383607792676,170.03383607792676,163.7362865935591,167.5148162841797,26559300
2015-10-28,ADRO,163.73629760742188,166.255317570613,162.47678762582632,163.73629760742188,46403400
2015-10-29,ADRO,163.73629314143483,166.25531303591845,152.40070361625857,154.9197235107422,52195800
2015-10-30,ADRO,153.66018189502364,156.17920127035188,147.362633456703,149.88165283203125,56685100
2015-11-02,ADRO,151.14115230372695,154.91968111132013,148.62213309866482,153.66017150878906,56478200
2015-11-03,ADRO,156.17921543121338,162.47676444053647,156.17921543121338,161.21725463867188,47294000
2015-11-04,ADRO,163.73630902239384,166.25532916119988,162.4767989529908,164.99581909179688,27079600
2015-11-05,ADRO,163.73626587882876,164.9957756163582,157.4387171911815,158.69822692871094,23635000
2015-11-06,ADRO,161.21725365423387,162.47676344840758,156.17921447753906,156.17921447753906,16882600
2015-11-09,ADRO,158.69825335246762,161.2172732469512,154.9197235107422,154.9197235107422,33695000
2015-11-10,ADRO,154.91968111132013,159.95771952144435,153.66017150878906,153.66017150878906,21585100
2015-11-11,ADRO,154.91970562934875,162.47676444053647,152.4006860256195,161.21725463867188,55608800
2015-11-12,ADRO,161.21722912397541,162.47673872650645,153.66017150878906,153.66017150878906,30923600
2015-11-13,ADRO,151.14117326407597,153.66019281847724,146.10313415527344,146.10313415527344,41801100
2015-11-16,ADRO,144.84365463256836,144.84365463256836,139.80561447143555,141.06512451171875,33624400
2015-11-17,ADRO,143.5841328388936,144.84364277607688,139.80560302734375,139.80560302734375,32827500
2015-11-18,ADRO,141.06509850543478,146.10313773777173,139.80558869735054,144.8436279296875,50065700
2015-11-19,ADRO,147.3626449584961,152.40068410237632,147.3626449584961,151.14117431640625,38095700
2015-11-20,ADRO,152.40069514869626,152.40069514869626,147.36265563964844,147.36265563964844,24639500
2015-11-23,ADRO,149.8816549736157,149.8816549736157,143.5841064453125,143.5841064453125,16615200
2015-11-24,ADRO,141.06510560702432,146.10314509298948,141.06510560702432,142.32461547851562,26456300
2015-11-25,ADRO,142.32461613060065,147.36265563964844,142.32461613060065,147.36265563964844,29068300
2015-11-26,ADRO,148.6221655169104,149.88167539417236,146.1031457623865,147.36265563964844,33676700
2015-11-27,ADRO,147.36265496448078,147.36265496448078,142.32461547851562,142.32461547851562,13492100
2015-11-30,ADRO,139.80560677268286,142.32462671453303,132.24854694713244,138.5460968017578,97767700
2015-12-01,ADRO,139.80557950921016,141.06508923451835,136.02705033328556,137.28656005859375,29597500
2015-12-02,ADRO,138.54611997251158,138.54611997251158,133.50807924623842,136.027099609375,30631900
2015-12-03,ADRO,134.76754760742188,134.76754760742188,132.24852802597474,134.76754760742188,23564400
2015-12-04,ADRO,132.24851989746094,136.0270490373884,130.9890101841518,132.24851989746094,38775500
2015-12-07,ADRO,132.24853066837085,133.5080404842601,128.47000122070312,128.47000122070312,25420300
2015-12-08,ADRO,125.95098067303093,129.72951009322185,123.43196105957031,123.43196105957031,51571400
2015-12-09,ADRO,123.43196105957031,123.43196105957031,123.43196105957031,123.43196105957031,0
2015-12-10,ADRO,123.43196427194697,125.44718001516243,118.89772884971218,119.65343475341797,57739100
2015-12-11,ADRO,120.91293743959406,124.43956478158222,119.65342767459829,122.17244720458984,50630100
2015-12-14,ADRO,119.65343027494738,121.4167439842624,119.65343027494738,120.15723419189453,23373700
2015-12-15,ADRO,120.15725862902649,121.41676867754877,111.088786279666,116.63063049316406,86173200
2015-12-16,ADRO,117.13441499849645,128.47000354673804,115.37110122432554,123.9357681274414,75487800
2015-12-17,ADRO,125.95098158892462,133.5080404842601,125.44717766256892,128.47000122070312,61663900
2015-12-18,ADRO,127.21049047976123,129.72951009322185,123.43196105957031,123.43196105957031,53107300
2015-12-21,ADRO,124.43959578697127,127.21051796036537,124.43959578697127,124.69149780273438,13810400
2015-12-22,ADRO,125.95098114013672,128.47000076293946,125.1952752532959,125.95098114013672,23605600
2015-12-23,ADRO,127.21049095153809,127.21049095153809,125.95098114013672,125.95098114013672,5305200
2015-12-28,ADRO,127.21049140481387,130.98902085248162,125.95098158892462,128.47000122070312,19929200
2015-12-29,ADRO,131.14216379018933,135.0374755859375,129.8437265249399,135.0374755859375,23874300
2015-12-30,ADRO,137.63437185935604,137.63437185935604,133.7390594482422,133.7390594482422,8157900
2016-01-04,ADRO,132.4406136578394,133.73905104664175,128.28561401367188,128.28561401367188,20864700
2016-01-05,ADRO,129.84376345464366,132.44063872373653,128.54532582009722,129.58407592773438,22509400
2016-01-06,ADRO,129.58403204345703,132.4405938720703,128.54528228759764,129.84371948242188,49150500
2016-01-07,ADRO,128.54531561468065,129.84375314614206,125.94844055175781,125.94844055175781,23583700
2016-01-08,ADRO,127.24687742654982,129.5840649711191,127.24687742654982,128.02593994140625,18186900
2016-01-11,ADRO,128.025950192424,129.5840753468957,126.20813751220705,126.20813751220703,16960400
2016-01-12,ADRO,126.2081206831268,127.24687064759698,124.90968322753908,124.90968322753906,9916000
2016-01-13,ADRO,124.90969153438512,126.72750409309758,122.83219146728516,122.83219146728516,33103100
2016-01-14,ADRO,121.79344798778666,122.3128230325107,116.85938506290832,120.49501037597656,39855900
2016-01-15,ADRO,121.27406853078999,121.79344355661779,116.59969329833984,116.59969329833984,43145700
2016-01-18,ADRO,114.2625,117.37875000000001,114.0028125,116.859375,18252000
2016-01-19,ADRO,117.63844229807823,120.23531740399608,117.11906727689467,119.7159423828125,21765700
2016-01-20,ADRO,119.4562570672286,121.01438215940985,113.48344421386717,113.48344421386719,34931000
2016-01-21,ADRO,114.5221875,119.97562500000001,114.5221875,116.859375,58460600
2016-01-22,ADRO,119.45624727415807,135.03749691861347,118.41749729786105,133.7390594482422,72436400
2016-01-25,ADRO,136.33601406970655,137.63445229894185,129.06475998598887,129.32444763183594,38617800
2016-01-26,ADRO,128.0259472983224,128.0259472983224,123.61125946044922,123.61125946044922,28174300
2016-01-27,ADRO,126.72750374656053,128.54531630030218,123.35156614675462,123.87094116210938,33993700
2016-01-28,ADRO,127.24685199444112,135.0374755859375,127.24685199444112,135.0374755859375,58883600
2016-01-29,ADRO,137.63440580822171,140.23128138950892,132.44065464564733,136.33596801757812,57287200
2016-02-01,ADRO,138.93280932972732,138.93280932972732,129.84374703712834,133.7390594482422,26262500
2016-02-02,ADRO,129.84377199465092,150.61877551379507,129.84377199465092,144.1265869140625,90998400
2016-02-03,ADRO,141.5296730373217,150.6187346085258,138.9327983026919,149.32029724121094,41812400
2016-02-04,ADRO,151.91717886155652,163.60311569706087,148.02186658305507,161.00624084472656,83785500
2016-02-05,ADRO,161.00623226165771,170.09529376029968,161.00623226165771,166.19998168945312,65810000
2016-02-09,ADRO,161.00624679306804,162.3046842672057,150.6187469999669,153.2156219482422,38287700
2016-02-10,ADRO,149.32029724121094,154.51404671047044,146.7234225065812,149.32029724121094,31382800
2016-02-11,ADRO,149.32036470775762,159.70786833960162,149.32036470775762,157.11099243164062,68311400
2016-02-12,ADRO,155.81253051757815,158.40940602620444,151.9172172546387,155.81253051757812,15988700
2016-02-15,ADRO,158.40937818217483,161.00625323434164,150.61875302567444,151.9171905517578,34291700
2016-02-16,ADRO,154.51410383519118,161.0062930719639,153.21566598783662,159.70785522460938,81378100
2016-02-17,ADRO,159.70780341855942,163.60311569706087,158.40936599239225,161.00624084472656,34475500
2016-02-18,ADRO,163.60318220154312,167.49849606348462,154.51411652367963,157.11099243164062,83521600
2016-02-19,ADRO,154.51406560392462,161.00625323434164,150.61875302567444,151.9171905517578,43709100
2016-02-22,ADRO,153.21566131335348,155.81253692883402,150.6187856978729,154.51409912109375,28073500
2016-02-23,ADRO,158.4094125443146,159.7078503520549,154.51409912109375,154.51409912109375,38870400
2016-02-24,ADRO,155.81253692883402,157.11097473657432,151.91722350561318,154.51409912109375,11648400
2016-02-25,ADRO,157.11092778256068,157.11092778256068,148.0218658447266,148.02186584472656,23202200
2016-02-26,ADRO,151.9172172546387,155.81253051757815,149.3203417460124,155.81253051757812,45239100
2016-02-29,ADRO,155.81255447766011,158.40943038562114,154.51411652367963,157.11099243164062,55046300
2016-03-01,ADRO,158.40938055693215,173.99063110351562,158.40938055693215,173.99063110351562,116186800
2016-03-02,ADRO,177.8859565041282,179.18439414284444,170.0953306718306,171.39376831054688,88331000
2016-03-03,ADRO,172.69218750000002,175.2890625,167.49843750000002,168.796875,59366500
2016-03-04,ADRO,171.39375888600068,177.8859467225916,171.39375888600068,176.58750915527344,68511600
2016-03-07,ADRO,177.88594311195732,193.46719360351562,177.88594311195732,193.46719360351562,98166600
2016-03-08,ADRO,196.06405958344664,206.45155942892725,196.06405958344664,205.1531219482422,121621600
2016-03-10,ADRO,201.25783400102094,207.75002219460225,197.36252108487216,199.9593963623047,46094300
2016-03-11,ADRO,199.95939636230466,199.95939636230466,199.95939636230466,199.9593963623047,0
2016-03-14,ADRO,199.95939636230466,199.95939636230466,199.95939636230466,199.9593963623047,0
2016-03-15,ADRO,190.8703125,190.8703125,181.78125,181.78125,59714800
2016-03-16,ADRO,183.0796963417367,190.8703217179808,181.78125877902934,189.57188415527344,51766200
2016-03-17,ADRO,193.46719360351562,196.064068685442,190.87031852158924,193.46719360351562,78010700
2016-03-18,ADRO,196.06407266504624,197.3625102323644,176.58750915527344,176.58750915527344,151788800
2016-03-21,ADRO,177.88593156963378,185.6765563099097,176.58749411292112,183.07968139648438,117395800
2016-03-22,ADRO,184.3781312352462,186.97500632306657,179.18438105960544,180.48281860351562,52999800
2016-03-23,ADRO,180.482824795488,183.07969997240147,179.18438720703125,179.18438720703125,29536900
2016-03-24,ADRO,176.5875188654119,177.8859565041282,167.49845539439806,171.39376831054688,53219000
2016-03-28,ADRO,171.39375601241838,176.58750619461287,170.09531846686977,173.99063110351562,26770200
2016-03-29,ADRO,172.69218750000002,173.99062500000002,168.796875,168.796875,25590300
2016-03-30,ADRO,171.39376211524907,173.99063729881345,168.7968869316847,172.69219970703125,36860100
2016-03-31,ADRO,172.69220952470172,173.990647190301,166.20002119670542,167.4984588623047,75955400
2016-04-01,ADRO,167.49844933990252,172.69219970703128,167.49844933990252,172.69219970703125,35984400
2016-04-04,ADRO,172.69219645331887,179.1843842899098,170.0953213186825,176.58750915527344,55100400
2016-04-05,ADRO,176.58750619461287,177.8859437401615,173.99063110351562,173.99063110351562,22776400
2016-04-06,ADRO,172.69219334005453,180.48281860351565,172.69219334005453,180.48281860351562,68269900
2016-04-07,ADRO,183.07969997240147,185.67657514931497,179.18438720703125,179.18438720703125,86828800
2016-04-08,ADRO,177.88593156963378,183.0796813964844,176.58749411292112,183.07968139648438,46140600
2016-04-11,ADRO,183.0796813964844,183.0796813964844,183.0796813964844,183.07968139648438,0
2016-04-12,ADRO,184.3781312352462,185.67656877915638,180.48281860351565,180.48281860351562,63438200
2016-04-13,ADRO,180.48281860351565,180.48281860351565,180.48281860351565,180.48281860351562,0
2016-04-14,ADRO,180.48281860351565,180.48281860351565,180.48281860351565,180.48281860351562,0
2016-04-15,ADRO,180.48281860351565,180.48281860351565,180.48281860351565,180.48281860351562,0
2016-04-18,ADRO,180.48281860351565,180.48281860351565,180.48281860351565,180.48281860351562,0
2016-04-19,ADRO,180.48281860351565,180.48281860351565,180.48281860351565,180.48281860351562,0
2016-04-20,ADRO,181.7812559339735,189.57188118828668,181.7812559339735,186.97500610351562,67197300
2016-04-21,ADRO,197.3625,197.3625,188.2734375,194.765625,128642400
2016-04-22,ADRO,194.76563114447882,197.3625062264052,190.87031852158924,193.46719360351562,62149600
2016-04-25,ADRO,193.46718750000002,199.95937500000002,192.16875000000002,194.765625,57883600
2016-04-26,ADRO,197.856979476081,197.856979476081,188.56168513827853,191.2174835205078,54010700
2016-04-27,ADRO,195.20120891702587,195.20120891702587,188.56171201508621,192.54541015625,24575300
2016-04-28,ADRO,195.20115661621094,197.85695466541108,189.88956051781062,195.20115661621094,36285700
2016-04-29,ADRO,193.873291015625,195.20119026915668,189.88959325502995,193.873291015625,32940600
2016-05-02,ADRO,191.21745588395981,193.87325388234814,184.57796088798898,189.88955688476562,22677400
2016-05-03,ADRO,192.54535488315398,192.54535488315398,187.2337588863773,189.88955688476562,23686200
2016-05-04,ADRO,187.2337859471639,191.2174835205078,184.57798756493463,191.2174835205078,29309400
2016-05-09,ADRO,188.56168524652935,189.88958443840633,179.26639090339057,184.57798767089844,51182600
2016-05-10,ADRO,179.26639413475093,181.92219256637688,173.95479727149905,176.610595703125,41210800
2016-05-11,ADRO,181.92221069335938,185.9059087377395,175.2827139527258,181.92221069335938,45489500
2016-05-12,ADRO,181.9221892871445,185.90588686277542,181.9221892871445,184.57798767089844,13931200
2016-05-13,ADRO,183.2500885920738,184.57798778477,177.93849182128906,177.93849182128906,18858300
2016-05-16,ADRO,177.93851264897924,184.5780093896128,176.61061330085252,181.92221069335938,22269100
2016-05-17,ADRO,185.90588686277542,188.56168524652935,180.59429009526755,184.57798767089844,57066400
2016-05-18,ADRO,183.2500762939453,187.23377360468325,180.5942780867867,183.2500762939453,32205900
2016-05-19,ADRO,181.92218627929688,181.92218627929688,179.26638793945312,179.26638793945312,18045700
2016-05-20,ADRO,180.59429020668142,181.9221893993776,177.93849182128906,177.93849182128906,14823000
2016-05-23,ADRO,179.26639101398524,181.9221893993776,177.93849182128906,177.93849182128906,15803300
2016-05-24,ADRO,179.26638169722125,180.59428082090437,173.95478520248875,175.28268432617188,25891000
2016-05-25,ADRO,177.9384707282571,183.25006686939912,177.9384707282571,180.59426879882812,31283500
2016-05-26,ADRO,181.92218627929688,187.2337829589844,179.26638793945312,185.9058837890625,85473800
2016-05-27,ADRO,188.56168524652935,188.56168524652935,183.25008847902149,184.57798767089844,38241700
2016-05-30,ADRO,185.90588686277542,188.56168524652935,184.57798767089844,184.57798767089844,27024600
2016-05-31,ADRO,185.90587777151188,188.56167602539062,183.25007951763314,188.56167602539062,46578400
2016-06-01,ADRO,188.56168513827853,192.54538271162247,187.2337859471639,191.2174835205078,56813300
2016-06-02,ADRO,192.54537670817595,204.49646905557998,191.2174775584644,200.5127716064453,138655100
2016-06-03,ADRO,201.84065106163726,219.10333832348783,201.84065106163726,216.44754028320312,179658900
2016-06-06,ADRO,219.103354045323,224.41495050702778,216.44755581447058,223.08705139160156,76310600
2016-06-07,ADRO,224.4149682181222,243.00555730128025,220.4312705574455,241.6776580810547,152664400
2016-06-08,ADRO,244.3334504927712,246.9892488676926,231.05445861816406,231.05445861816406,129151500
2016-06-09,ADRO,233.71025390625002,250.9729431152344,231.05445556640626,245.66134643554688,146643500
2016-06-10,ADRO,245.6613686379422,248.31716721781186,233.7102750285288,236.36607360839844,56784600
2016-06-13,ADRO,231.05446482813636,232.38236405128657,227.07076715868575,228.39866638183594,25752900
2016-06-14,ADRO,228.3986448028384,237.69393848667482,224.41494750976562,224.41494750976562,60803700
2016-06-15,ADRO,224.41495077320604,232.38234547521336,220.4312534222024,229.72654724121094,101326400
2016-06-16,ADRO,229.7265439005293,229.7265439005293,223.0870484120747,224.41494750976562,64139600
2016-06-17,ADRO,223.08709259033202,225.7428913116455,212.46389770507812,212.46389770507812,127461100
2016-06-20,ADRO,216.4475529236201,225.74284660745653,216.4475529236201,224.41494750976562,86181500
2016-06-21,ADRO,227.07074570514746,229.7265439005293,223.0870484120747,224.41494750976562,92011600
2016-06-22,ADRO,225.74284660745653,231.05444299822022,224.41494750976562,224.41494750976562,81429700
2016-06-23,ADRO,225.74285888671875,229.7265563964844,223.08706054687502,225.74285888671875,96179200
2016-06-24,ADRO,225.74284962245397,227.07074873788017,213.7917575836182,223.08705139160156,72701300
2016-06-27,ADRO,220.43127130748272,223.08706975697046,217.77547285799497,221.75917053222656,22530000
2016-06-28,ADRO,221.75917329843978,229.7265687462879,220.43127405713176,227.07077026367188,58494900
2016-06-29,ADRO,229.7265687462879,235.03816571152,224.4149717810558,227.07077026367188,69076000
2016-06-30,ADRO,231.05445556640626,232.38235473632812,225.74285888671875,225.74285888671875,101257100
2016-07-01,ADRO,228.39863646771275,237.69392981232897,228.39863646771275,235.0381317138672,73994700
2016-07-11,ADRO,239.0218505859375,249.64504394531252,239.0218505859375,245.66134643554688,122161400
2016-07-12,ADRO,246.9892924200628,260.2682866361952,243.0055941552231,257.61248779296875,120026800
2016-07-13,ADRO,272.21929931640625,285.49828952696265,262.92400616901676,272.21929931640625,108673800
2016-07-14,ADRO,277.53090198223407,284.1703972449669,273.54720482459436,276.2030029296875,60585100
2016-07-15,ADRO,277.5309457443467,281.51464353015075,264.251953125,264.251953125,84782600
2016-07-18,ADRO,270.89147297386984,276.2030704831614,266.9077748419012,273.5472717285156,54946100
2016-07-19,ADRO,273.54719833746185,278.8587944216844,269.56350127429494,272.21929931640625,73371200
2016-07-20,ADRO,270.89139457370925,282.8424855107847,270.89139457370925,274.8750915527344,71954300
2016-07-21,ADRO,278.85883783277177,280.1867370605469,274.87514014944645,280.1867370605469,45179900
2016-07-22,ADRO,280.18675551641553,281.5146548316592,276.2030575706845,278.8588562011719,52971200
2016-07-25,ADRO,277.5309443964022,284.1704406738281,273.5472466299467,284.1704406738281,57399500
2016-07-26,ADRO,284.17035459122565,289.4819500041458,281.5145568847656,281.5145568847656,25771800
2016-07-27,ADRO,282.84254185434736,282.84254185434736,272.21934779409014,277.53094482421875,51285000
2016-07-28,ADRO,277.53086032507554,284.17035459122565,274.87506261861546,281.5145568847656,35854700
2016-07-29,ADRO,280.1867000873272,284.1703972449669,265.5798105093149,276.2030029296875,59644500
2016-08-01,ADRO,276.2030029296875,277.53090198223407,269.5635076669546,276.2030029296875,30694600
2016-08-02,ADRO,280.186678234808,297.4493645715498,280.186678234808,293.4656677246094,127834300
2016-08-03,ADRO,293.46569288822644,316.0399769565515,293.46569288822644,302.760986328125,113150500
2016-08-04,ADRO,294.79364013671875,314.7121293351457,294.79364013671875,294.79364013671875,88600800
2016-08-05,ADRO,297.4494021219978,306.74469593831026,297.4494021219978,304.0888977050781,59447500
2016-08-08,ADRO,305.4167785644531,309.4004756761634,302.7609804899796,305.4167785644531,48490400
2016-08-09,ADRO,310.72840576171876,318.69580078125,306.7447082519531,318.69580078125,54767900
2016-08-10,ADRO,318.6958134638799,318.6958134638799,302.7610227906859,306.7447204589844,40375000
2016-08-11,ADRO,304.088871265886,304.088871265886,288.15408325195307,288.1540832519531,50895300
2016-08-12,ADRO,300.10514555943695,304.08884218190735,294.79355006280974,301.43304443359375,59554300
2016-08-15,ADRO,302.7609983171736,305.41679654802596,293.4657045091902,297.44940185546875,27618900
2016-08-16,ADRO,297.4494021219978,310.72839328815843,294.7936038887657,304.0888977050781,76650200
2016-08-18,ADRO,308.07259531917737,312.05629267244257,305.4167970836672,310.7283935546875,47235700
2016-08-19,ADRO,305.4167582654306,309.400455112371,292.13776877562924,293.4656677246094,84563100
2016-08-22,ADRO,294.79356103734585,300.10515673171244,292.13776319016256,296.1214599609375,29897500
2016-08-23,ADRO,296.1215274952076,296.1215274952076,282.8425352308485,286.82623291015625,54612400
2016-08-24,ADRO,289.4819500041458,289.4819500041458,280.1866580315356,281.5145568847656,31402200
2016-08-25,ADRO,281.51465343128547,293.46574720902873,280.18675412264736,292.1378479003906,41764000
2016-08-26,ADRO,292.13782981589986,296.1215274952076,282.8425352308485,286.82623291015625,27860900
2016-08-29,ADRO,286.82619594520247,290.80989311110807,278.8588016133913,282.8424987792969,28237000
2016-08-30,ADRO,292.13775231449614,301.43304443359375,284.17035906955533,301.43304443359375,88037400
2016-08-31,ADRO,304.08887952721636,316.03997086234716,302.7609804899796,305.4167785644531,140249100
2016-09-01,ADRO,305.41680315878824,316.03999631213736,301.4331057262823,314.71209716796875,60263500
2016-09-02,ADRO,312.05629267244257,316.03999002570777,308.07259531917737,310.7283935546875,20989900
2016-09-05,ADRO,313.38416277775997,324.0073547363281,313.38416277775997,324.0073547363281,50015300
2016-09-06,ADRO,326.6632264429209,330.64692432637116,322.67952855947067,325.3353271484375,28467400
2016-09-07,ADRO,329.31901237763554,331.97481086455196,320.0237176734281,330.64691162109375,55199000
2016-09-08,ADRO,330.6469411774883,341.27013607475703,322.6795450045368,337.28643798828125,78698900
2016-09-09,ADRO,337.2864379882813,338.6143373504399,326.6632430910126,337.28643798828125,28946000
2016-09-13,ADRO,331.97479902930525,331.97479902930525,305.4168151069608,309.4005126953125,51705000
